Handle,,,Vendor,Product Category,Type,,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Status
viv-skimmer-inflow-pipe,,,,,,,,,17 mm,,,,,,0,shopify,4,deny,manual,49.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
viv-orchid-inflow-mini-pipe,,,VIV Aquatics,,Glassware,,TRUE,Title,Default Title,,,,,,0,shopify,5,deny,manual,34.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/miniorchidoutflowinflow-770x500.jpg?v=1706901780,1,,FALSE,,,,,,,,,,,,,,,kg,,14.2,TRUE,,,TRUE,,,active
viv-orchid-inflow-pipe,,,VIV Aquatics,,Glassware,,TRUE,Size,200-21,,,,,,0,shopify,4,deny,manual,39.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/sedknjfbjskgf.png?v=1706901610,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
viv-orchid-inflow-pipe,,,,,,,,,200-23,,,,,,0,shopify,4,deny,manual,44.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
viv-orchid-inflow-pipe,,,,,,,,,200-24,,,,,,0,shopify,5,deny,manual,49.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
viv-orchid-outflow-pipe,,,VIV Aquatics,,Glassware,,TRUE,Size,100-21,,,,,,0,shopify,5,deny,manual,39.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/orchidoutflowinflow-770x500.jpg?v=1706901145,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
viv-orchid-outflow-pipe,,,,,,,,,100-23,,,,,,0,shopify,5,deny,manual,44.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/newminiorchidoutflow-770x500.jpg?v=1706901161,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,
viv-orchid-outflow-pipe,,,,,,,,,100-27,,,,,,0,shopify,5,deny,manual,39.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/newminiorchidoutflow-770x500.jpg?v=1706901161,kg,,,,,,,,,
viv-peony-lily-inflow,,,VIV Aquatics,,Glassware,,TRUE,Size,200-11,,,,,,0,shopify,4,deny,manual,34.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/sdfgsdfsds.png?v=1706900518,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
viv-peony-lily-inflow,,,,,,,,,200-13,,,,,,0,shopify,4,deny,manual,39.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
viv-peony-lily-inflow,,,,,,,,,200-14,,,,,,0,shopify,5,deny,manual,49.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
viv-peony-outflow-pipe,,,VIV Aquatics,,Glassware,,TRUE,Size,100-11,,,,,,0,shopify,5,deny,manual,34.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/peonyoutflowinflow-770x500.jpg?v=1706899761,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
viv-peony-outflow-pipe,,,,,,,,,100-13,,,,,,0,shopify,4,deny,manual,39.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
viv-peony-outflow-pipe,,,,,,,,,100-16,,,,,,0,shopify,5,deny,manual,39.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
viv-spin-outflow,,,VIV Aquatics,,Glassware,,TRUE,Size,100-08,,,,,,0,shopify,4,deny,manual,49.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/spinoutflow-770x500.jpg?v=1706899352,1,,FALSE,,,,,,,,,,,,,,,kg,,14.45,TRUE,,,TRUE,,,active
viv-spin-outflow,,,,,,,,,100-09,,,,,,0,shopify,5,deny,manual,49.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,14.45,,,,,,,
viv-lily-inflow-mini-pipe,,,VIV Aquatics,,Glassware,,TRUE,Title,Default Title,,,,,,0,shopify,5,deny,manual,34.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/fjbsdhifbkisg.png?v=1706898944,1,,FALSE,,,,,,,,,,,,,,,kg,,11.35,TRUE,,,TRUE,,,active
viv-lily-outflow-mini-pipe,,,VIV Aquatics,,Glassware,,TRUE,Title,Default Title,,,,,,0,shopify,5,deny,manual,29.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/minililyoutflowinflow-770x500.jpg?v=1706898746,1,,FALSE,,,,,,,,,,,,,,,kg,,10.15,TRUE,,,TRUE,,,active
viv-music-co2-bubble-counter,,,VIV Aquatics,,CO2,,TRUE,Title,Default Title,,,,,,0,shopify,5,deny,manual,34.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/askijodfnbjifn.png?v=1706898253,1,,FALSE,,,,,,,,,,,,,,,kg,,13.8,TRUE,,,TRUE,,,active
viv-lily-inflow-pipe,,,VIV Aquatics,,Glassware,,TRUE,Size,200-01,,,,,,0,shopify,5,deny,manual,34.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/lilyinflow-770x500.jpg?v=1706897575,1,,FALSE,,,,,,,,,,,,,,,kg,,,TRUE,,,TRUE,,,active
viv-lily-inflow-pipe,,,,,,,,,200-04,,,,,,0,shopify,5,deny,manual,39.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
viv-lily-outflow-pipe,,,VIV Aquatics,,Glassware,,TRUE,Size,100-02,,,,,,0,shopify,5,deny,manual,34.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/lilyoutflow-770x500.jpg?v=1706896930,1,,FALSE,,,,,,,,,,,,,,,kg,,14.3,TRUE,,,TRUE,,,active
viv-lily-outflow-pipe,,,,,,,,,100-04,,,,,,0,shopify,5,deny,manual,34.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,14.3,,,,,,,
viv-lily-outflow-pipe,,,,,,,,,100-05,,,,,,0,shopify,7,deny,manual,39.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,14.3,,,,,,,
aquatlantis-splendid-150-stand-59-x-16,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,1,deny,manual,469.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63953.jpg?v=1706464066,1,,FALSE,,,,,,,,,,,,,,,kg,,321.88,TRUE,,,FALSE,,,active
aquatlantis-splendid-150-stand-59-x-16,,,,,,,,,White,,,,,,0,shopify,1,deny,manual,469.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63954.jpg?v=1706464067,2,,,,,,,,,,,,,,,,,kg,,321.88,,,,,,,
aquatlantis-splendid-150-stand-59-x-16,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,469.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63955.jpg?v=1706464066,3,,,,,,,,,,,,,,,,,kg,,321.88,,,,,,,
aquatlantis-splendid-150-aquarium-59-x-16-x-24,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,1,deny,manual,1239.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63950.jpg?v=1706463897,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63950.jpg?v=1706463897,kg,,853.2,TRUE,,,FALSE,,,active
aquatlantis-splendid-150-aquarium-59-x-16-x-24,,,,,,,,,White,,,,,,0,shopify,1,deny,manual,1239.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63951.jpg?v=1706463896,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63951.jpg?v=1706463896,kg,,853.2,,,,,,,
aquatlantis-splendid-150-aquarium-59-x-16-x-24,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,1239.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63952.jpg?v=1706463896,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63952.jpg?v=1706463896,kg,,853.2,,,,,,,
aquatlantis-volga-450-cabinet-60-x-20,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,1,deny,manual,519.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63908.jpg?v=1706463653,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63908.jpg?v=1706463653,kg,,366.5,TRUE,,,FALSE,,,active
aquatlantis-volga-450-cabinet-60-x-20,,,,,,,,,White,,,,,,0,shopify,1,deny,manual,519.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63909.jpg?v=1706463654,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63909.jpg?v=1706463654,kg,,366.5,,,,,,,
aquatlantis-volga-450-cabinet-60-x-20,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,519.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63910.jpg?v=1706463653,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63910.jpg?v=1706463653,kg,,366.5,,,,,,,
aquatlantis-volga-350-cabinet-48-x-20,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,1,deny,manual,459.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63902.jpg?v=1706463400,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63902.jpg?v=1706463400,kg,,328.96,TRUE,,,FALSE,,,active
aquatlantis-volga-350-cabinet-48-x-20,,,,,,,,,White,,,,,,0,shopify,1,deny,manual,459.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63903.jpg?v=1706463399,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63903.jpg?v=1706463399,kg,,328.96,,,,,,,
aquatlantis-volga-350-cabinet-48-x-20,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,459.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63904.jpg?v=1706463400,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63904.jpg?v=1706463400,kg,,328.96,,,,,,,
aquatlantis-volga-240-cabinet-48-x-16,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,1,deny,manual,369.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63896.jpg?v=1706463165,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63896.jpg?v=1706463165,kg,,261,TRUE,,,FALSE,,,active
aquatlantis-volga-240-cabinet-48-x-16,,,,,,,,,White,,,,,,0,shopify,1,deny,manual,369.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63897.jpg?v=1706463165,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63897.jpg?v=1706463165,kg,,261,,,,,,,
aquatlantis-volga-240-cabinet-48-x-16,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,369.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63898.jpg?v=1706463166,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63898.jpg?v=1706463166,kg,,261,,,,,,,
aquatlantis-volga-180-cabinet-40-x-16,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,1,deny,manual,329.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63890.jpg?v=1706462941,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63890.jpg?v=1706462941,kg,,230.61,TRUE,,,FALSE,,,active
aquatlantis-volga-180-cabinet-40-x-16,,,,,,,,,White,,,,,,0,shopify,0,deny,manual,329.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63891.jpg?v=1706462940,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63891.jpg?v=1706462940,kg,,230.61,,,,,,,
aquatlantis-volga-180-cabinet-40-x-16,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,329.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63892.jpg?v=1706462940,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63892.jpg?v=1706462940,kg,,230.61,,,,,,,
aquatlantis-volga-450-aquarium-119-gal,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,1,deny,manual,1699.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63906.jpg?v=1706462710,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63905.jpg?v=1706462711,kg,,1210.6,TRUE,,,FALSE,,,active
aquatlantis-volga-450-aquarium-119-gal,,,,,,,,,White,,,,,,0,shopify,1,deny,manual,1699.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63905.jpg?v=1706462711,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63906.jpg?v=1706462710,kg,,1210.6,,,,,,,
aquatlantis-volga-450-aquarium-119-gal,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,1699.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63907.jpg?v=1706462711,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63907.jpg?v=1706462711,kg,,1210.6,,,,,,,
aquatlantis-volga-350-aquarium-92-gal,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,1,deny,manual,1299.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63899.jpg?v=1706462528,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63899.jpg?v=1706462528,kg,,924.14,TRUE,,,FALSE,,,active
aquatlantis-volga-350-aquarium-92-gal,,,,,,,,,White,,,,,,0,shopify,1,deny,manual,1299.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63901.jpg?v=1706462527,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63900.jpg?v=1706462527,kg,,924.14,,,,,,,
aquatlantis-volga-350-aquarium-92-gal,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,1299.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63900.jpg?v=1706462527,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63901.jpg?v=1706462527,kg,,924.14,,,,,,,
aquatlantis-volga-240-aquarium-63-gal,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,1,deny,manual,919.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63893.jpg?v=1706461459,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63893.jpg?v=1706461459,kg,,,TRUE,,,FALSE,,,active
aquatlantis-volga-240-aquarium-63-gal,,,,,,,,,White,,,,,,0,shopify,1,deny,manual,919.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63895.jpg?v=1706461459,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63895.jpg?v=1706461459,kg,,,,,,,,,
aquatlantis-volga-240-aquarium-63-gal,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,919.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63894.jpg?v=1706461459,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63894.jpg?v=1706461459,kg,,,,,,,,,
aquatlantis-volga-180-aquarium-47-5-gal,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,1,deny,manual,679.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63887.jpg?v=1706461249,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63887.jpg?v=1706461249,kg,,481.01,TRUE,,,FALSE,,,active
aquatlantis-volga-180-aquarium-47-5-gal,,,,,,,,,White,,,,,,0,shopify,1,deny,manual,679.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63889.jpg?v=1706461250,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63888.jpg?v=1706461250,kg,,481.01,,,,,,,
aquatlantis-volga-180-aquarium-47-5-gal,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,679.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63888.jpg?v=1706461250,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63889.jpg?v=1706461250,kg,,481.01,,,,,,,
aquatlantis-elegance-expert-120-cabinet-47-x-16,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,1,deny,manual,304.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/73190.jpg?v=1706461045,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/73188.jpg?v=1706461045,kg,,212.12,TRUE,,,FALSE,,,active
aquatlantis-elegance-expert-120-cabinet-47-x-16,,,,,,,,,White,,,,,,0,shopify,1,deny,manual,304.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/73188.jpg?v=1706461045,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/73190.jpg?v=1706461045,kg,,212.12,,,,,,,
aquatlantis-elegance-expert-120-cabinet-47-x-16,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,304.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63874.jpg?v=1706461044,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63874.jpg?v=1706461044,kg,,212.12,,,,,,,
aquatlantis-elegance-expert-100-cabinet-40-x-16,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,1,deny,manual,299.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44689.jpg?v=1706460887,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44689.jpg?v=1706460887,kg,,205.34,TRUE,,,FALSE,,,active
aquatlantis-elegance-expert-100-cabinet-40-x-16,,,,,,,,,White,,,,,,0,shopify,1,deny,manual,299.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44692.jpg?v=1706460886,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44690.jpg?v=1706460887,kg,,205.34,,,,,,,
aquatlantis-elegance-expert-100-cabinet-40-x-16,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,299.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44690.jpg?v=1706460887,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44692.jpg?v=1706460886,kg,,205.34,,,,,,,
aquatlantis-elegance-expert-80-cabinet-32-x-16,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,0,deny,manual,249.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44681.jpg?v=1706460714,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44681.jpg?v=1706460714,kg,,174.01,TRUE,,,FALSE,,,active
aquatlantis-elegance-expert-80-cabinet-32-x-16,,,,,,,,,White,,,,,,0,shopify,0,deny,manual,249.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44682.jpg?v=1706460715,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44682.jpg?v=1706460715,kg,,174.01,,,,,,,
aquatlantis-elegance-expert-80-cabinet-32-x-16,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,249.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44684.jpg?v=1706460714,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44684.jpg?v=1706460714,kg,,174.01,,,,,,,
aquatlantis-elegance-expert-120-aquarium-61-gal,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,1,deny,manual,919.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/73187.jpg?v=1706392084,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/73187.jpg?v=1706392084,kg,,646.34,TRUE,,,FALSE,,,active
aquatlantis-elegance-expert-120-aquarium-61-gal,,,,,,,,,White,,,,,,0,shopify,1,deny,manual,919.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63873.jpg?v=1706392085,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/73189.jpg?v=1706392084,kg,,646.34,,,,,,,
aquatlantis-elegance-expert-120-aquarium-61-gal,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,919.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/73189.jpg?v=1706392084,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/63873.jpg?v=1706392085,kg,,646.34,,,,,,,
aquatlantis-elegance-expert-100-aquarium-51-5-gal,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,1,deny,manual,819.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44686.jpg?v=1706391913,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44686.jpg?v=1706391913,kg,,570.86,TRUE,,,FALSE,,,active
aquatlantis-elegance-expert-100-aquarium-51-5-gal,,,,,,,,,White,,,,,,0,shopify,0,deny,manual,819.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44687.jpg?v=1706391913,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44687.jpg?v=1706391913,kg,,570.86,,,,,,,
aquatlantis-elegance-expert-100-aquarium-51-5-gal,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,819.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44688.jpg?v=1706391914,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44688.jpg?v=1706391914,kg,,570.86,,,,,,,
aquatlantis-elegance-expert-80-aquarium-36-5-gal,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,1,deny,manual,629.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44678.jpg?v=1706388735,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44678.jpg?v=1706388735,kg,,439.45,TRUE,,,FALSE,,,active
aquatlantis-elegance-expert-80-aquarium-36-5-gal,,,,,,,,,White,,,,,,0,shopify,1,deny,manual,629.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44679.jpg?v=1706388735,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44679.jpg?v=1706388735,kg,,439.45,,,,,,,
aquatlantis-elegance-expert-80-aquarium-36-5-gal,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,629.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44680.jpg?v=1706388734,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44680.jpg?v=1706388734,kg,,439.45,,,,,,,
aquatlantis-elegance-expert-60-aquarium-27-5-gal,,,Aquatlantis,,Aquarium,,TRUE,Color,Black,,,,,,0,shopify,1,deny,manual,539.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44670.jpg?v=1706388322,1,,FALSE,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44670.jpg?v=1706388322,kg,,377.04,TRUE,,,FALSE,,,active
aquatlantis-elegance-expert-60-aquarium-27-5-gal,,,,,,,,,White,,,,,,0,shopify,1,deny,manual,539.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44671.jpg?v=1706388322,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44671.jpg?v=1706388322,kg,,377.04,,,,,,,
aquatlantis-elegance-expert-60-aquarium-27-5-gal,,,,,,,,,Gray,,,,,,0,shopify,1,deny,manual,539.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44672.jpg?v=1706388322,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/44672.jpg?v=1706388322,kg,,377.04,,,,,,,
ada-green-bacter-plus-50ml,,,ADA,,Additifs,,TRUE,Title,Default Title,,,,,,0,shopify,12,deny,manual,44.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0681/8647/2767/files/ada-green-bacter-plus.jpg?v=1706306414,1,,FALSE,,,,,,,,,,,,,,,kg,,22.99,TRUE,,,TRUE,,,active
